Vardas              Pavarde                  Galutinis 
Vardas32031         Pavarde32031             7.77      
Vardas32032         Pavarde32032             5.19      
Vardas32033         Pavarde32033             8.59      
Vardas32037         Pavarde32037             6.57      
Vardas32039         Pavarde32039             8.19      
Vardas3204          Pavarde3204              6.91      
Vardas32041         Pavarde32041             5.92      
Vardas32043         Pavarde32043             5.80      
Vardas32044         Pavarde32044             5.55      
Vardas32046         Pavarde32046             8.07      
Vardas32047         Pavarde32047             5.89      
Vardas3205          Pavarde3205              7.61      
Vardas32052         Pavarde32052             6.85      
Vardas32053         Pavarde32053             8.69      
Vardas32054         Pavarde32054             5.32      
Vardas32055         Pavarde32055             8.40      
Vardas32056         Pavarde32056             5.00      
Vardas32057         Pavarde32057             6.97      
Vardas32060         Pavarde32060             5.41      
Vardas32062         Pavarde32062             6.93      
Vardas32063         Pavarde32063             7.28      
Vardas32064         Pavarde32064             5.29      
Vardas32067         Pavarde32067             5.71      
Vardas32068         Pavarde32068             7.63      
Vardas32069         Pavarde32069             8.59      
Vardas3207          Pavarde3207              8.07      
Vardas32071         Pavarde32071             7.35      
Vardas32074         Pavarde32074             6.56      
Vardas32075         Pavarde32075             6.05      
Vardas32076         Pavarde32076             5.31      
Vardas32078         Pavarde32078             8.43      
Vardas32079         Pavarde32079             5.01      
Vardas32080         Pavarde32080             5.43      
Vardas32081         Pavarde32081             6.39      
Vardas32082         Pavarde32082             8.29      
Vardas32083         Pavarde32083             6.77      
Vardas32085         Pavarde32085             7.04      
Vardas32087         Pavarde32087             5.36      
Vardas32088         Pavarde32088             5.11      
Vardas32089         Pavarde32089             7.56      
Vardas32090         Pavarde32090             5.47      
Vardas32091         Pavarde32091             5.99      
Vardas32095         Pavarde32095             5.95      
Vardas32096         Pavarde32096             6.64      
Vardas32097         Pavarde32097             7.11      
Vardas32099         Pavarde32099             7.69      
Vardas3210          Pavarde3210              8.16      
Vardas32102         Pavarde32102             7.77      
Vardas32104         Pavarde32104             7.93      
Vardas32106         Pavarde32106             6.76      
Vardas32108         Pavarde32108             5.71      
Vardas32109         Pavarde32109             8.08      
Vardas32110         Pavarde32110             5.92      
Vardas32111         Pavarde32111             6.08      
Vardas32112         Pavarde32112             7.96      
Vardas32113         Pavarde32113             7.87      
Vardas32115         Pavarde32115             6.03      
Vardas32117         Pavarde32117             8.03      
Vardas32127         Pavarde32127             6.69      
Vardas32128         Pavarde32128             8.05      
Vardas32130         Pavarde32130             6.61      
Vardas32132         Pavarde32132             7.44      
Vardas32133         Pavarde32133             7.33      
Vardas32134         Pavarde32134             7.92      
Vardas32137         Pavarde32137             5.73      
Vardas32138         Pavarde32138             8.24      
Vardas32139         Pavarde32139             6.03      
Vardas3214          Pavarde3214              8.53      
Vardas32140         Pavarde32140             7.39      
Vardas32141         Pavarde32141             7.92      
Vardas32142         Pavarde32142             6.32      
Vardas32145         Pavarde32145             7.56      
Vardas32146         Pavarde32146             6.83      
Vardas32147         Pavarde32147             8.32      
Vardas32148         Pavarde32148             8.13      
Vardas32149         Pavarde32149             7.04      
Vardas32154         Pavarde32154             5.12      
Vardas32155         Pavarde32155             8.00      
Vardas32159         Pavarde32159             5.76      
Vardas3216          Pavarde3216              7.79      
Vardas32162         Pavarde32162             8.00      
Vardas32163         Pavarde32163             7.12      
Vardas32164         Pavarde32164             6.93      
Vardas32169         Pavarde32169             7.77      
Vardas3217          Pavarde3217              6.33      
Vardas32170         Pavarde32170             7.23      
Vardas32173         Pavarde32173             7.80      
Vardas32174         Pavarde32174             6.57      
Vardas32177         Pavarde32177             5.09      
Vardas32180         Pavarde32180             6.99      
Vardas32182         Pavarde32182             8.11      
Vardas32184         Pavarde32184             6.48      
Vardas32185         Pavarde32185             5.89      
Vardas32186         Pavarde32186             5.21      
Vardas32190         Pavarde32190             8.35      
Vardas32191         Pavarde32191             5.03      
Vardas32192         Pavarde32192             6.96      
Vardas32193         Pavarde32193             5.57      
Vardas32194         Pavarde32194             6.59      
Vardas32195         Pavarde32195             5.05      
Vardas32196         Pavarde32196             8.01      
Vardas32197         Pavarde32197             8.05      
Vardas32198         Pavarde32198             6.12      
Vardas32199         Pavarde32199             5.73      
